,id_x,RA_x,DEC_x,pos_err,DET_ML_F,rate_F,rate_F_err,flux_F,flux_F_err,snr_F,exptime_F,cts_ap_F,cts_ap_F_err,DET_ML_S,rate_S,rate_S_err,flux_S,flux_S_err,snr_S,exptime_S,cts_ap_S,cts_ap_S_err,DET_ML_H,rate_H,rate_H_err,flux_H,flux_H_err,snr_H,exptime_H,cts_ap_H,cts_ap_H_err,HR,HR_lo_lim,HR_up_lim,ra,dec,GRI/IZY,Visible,Invisible,Saturated,"Visible, Near Saturated Object","Not Visible, Near Saturated Object","Visible, but near an object","Not Visible, but near an object",Unclear
1478,b'cid_708  ',150.0522799732,2.3693448682,0.197,82.28,0.000328,5.02e-05,5.15e-15,7.88e-16,6.53,166.5,51.87,9.62,68.06,0.000204,3.71e-05,1.2899999e-15,2.35e-16,5.5,166.14,31.8,7.63,20.1,0.000117999996,3.43e-05,3.59e-15,1.04e-15,3.44,167.5,19.14,6.02,-0.31,-0.53,-0.05,150.0522799732,2.3693448682,B,,Y,,,,,,
1494,b'cid_723  ',150.536887284,2.3996909277,0.309,36.13,0.000204,4.62e-05,3.31e-15,7.5e-16,4.41,203.49,34.09,7.88,32.23,0.000116999996,3.07e-05,7.8899997e-16,2.0699999e-16,3.8,189.62,17.25,5.74,-99.9,0.000172,-99.9,5.24e-15,-99.9,0.0,-99.0,-99.0,-99.0,0.02,-0.21,0.34,150.536887284,2.3996909277,B,,Y,,,,,Y,Y
1495,b'cid_724  ',150.3242100025,2.1767344314,0.213,36.37,0.000155,4.61e-05,2.43e-15,7.24e-16,3.37,159.9,24.76,6.78,-99.0,9.39e-05,-99.0,5.95e-16,-99.0,0.0,-99.0,-99.0,-99.0,35.33,0.000154,4.3000004e-05,4.6799998e-15,1.31e-15,3.58,160.09,25.23,6.84,-99.0,0.88,-99.0,150.3242100025,2.1767344314,B,,Y,,,,,Y,Y
1499,b'cid_728  ',149.7410799723,2.0343510827,0.527,55.72,0.000259,4.59e-05,4.07e-15,7.21e-16,5.64,162.01,42.92,8.79,9.68,0.000103,2.77e-05,6.5300004e-16,1.76e-16,3.72,162.64,16.86,5.68,-99.0,0.000301,-99.0,9.15e-15,-99.0,0.0,-99.0,-99.0,-99.0,-0.51,-0.71,-0.29,149.74107997229999,2.0343510827,B,,Y,,,,,,
1505,b'cid_733  ',149.969412941,1.84658936215,0.675,17.24,0.000177,4.63e-05,2.92e-15,7.64e-16,3.82,176.49,20.48,6.21,23.96,0.00013300001,3.75e-05,9.25e-16,2.61e-16,3.55,167.7,14.26,5.27,-99.9,9.22e-05,-99.9,2.81e-15,-99.9,0.0,-99.0,-99.0,-99.0,-99.0,-99.0,-0.69,149.969412941,1.84658936215,IZY,Y,,,,,,,
1506,b'cid_734  ',149.9990300043,1.9898735985,0.294,49.48,0.000325,6.5e-05,5.0999998e-15,1.0199999e-15,5.0,129.54,43.04,8.8,62.07,0.00024400001,4.81e-05,1.55e-15,3.05e-16,5.08,127.28,31.73,7.62,7.28,6.86e-05,4.19e-05,2.09e-15,1.27e-15,1.64,132.78,10.38,4.57,-0.56,-0.82,-0.3,149.9990300043,1.9898735985,B,,Y,,,Y,,,
1507,b'cid_735  ',150.06365916,1.7773736653,0.526,38.24,0.000193,3.63e-05,3.16e-15,5.94e-16,5.33,175.47,29.75,7.39,24.11,9.3999995e-05,2.56e-05,6.44e-16,1.75e-16,3.66,171.13,15.31,5.44,14.98,9.93e-05,2.96e-05,3.03e-15,9.03e-16,3.36,172.55,17.22,5.74,0.07,-0.11,0.28,150.06365916,1.7773736653,B,,Y,,,,,,
1515,b'cid_743  ',150.2538499933,1.9299292954,0.342,33.27,0.000184,4.11e-05,2.8900002e-15,6.4499997e-16,4.46,171.84,29.32,7.34,42.81,0.000138,3.1199997e-05,8.75e-16,1.98e-16,4.42,166.59,21.73,6.39,-99.0,0.000301,-99.0,9.15e-15,-99.0,0.0,-99.0,-99.0,-99.0,-0.36,-0.58,-0.09,150.2538499933,1.9299292954,B,,Y,,,,,Y,Y
1525,b'cid_755  ',150.3699399828,2.3438832745,0.526,34.64,0.000189,4.16e-05,2.9700001e-15,6.5300004e-16,4.55,162.09,29.37,7.35,33.07,0.000132,3.1199997e-05,8.37e-16,1.98e-16,4.23,161.23,20.18,6.17,-99.0,0.00022999999,-99.0,6.9899996e-15,-99.0,0.0,-99.0,-99.0,-99.0,-0.5,-0.74,-0.18,150.36993998280002,2.3438832745,B,,Y,,,,,,
1526,b'cid_758  ',149.932362543,2.61779653312,0.334,38.66,0.000328,6.59e-05,5.38e-15,1.08e-15,4.98,166.52,27.19,7.09,-99.9,0.000104,-99.9,7.15e-16,-99.9,0.0,-99.0,-99.0,-99.0,21.74,0.000154,3.88e-05,4.7e-15,1.1799999e-15,3.95,168.46,17.63,5.8,0.37,0.16,0.62,149.93236254299998,2.61779653312,B,,Y,,,,,Y,
1530,b'cid_762  ',150.2909799763,2.0894852143,0.419,43.53,0.00018999999,4.51e-05,2.98e-15,7.08e-16,4.22,203.09,34.52,7.93,11.78,5.72e-05,2.46e-05,3.6300002e-16,1.5599999e-16,2.33,198.29,10.22,4.54,27.64,0.000138,3.6600002e-05,4.1999997e-15,1.11e-15,3.76,204.12,27.91,7.17,0.26,0.01,0.51,150.29097997629998,2.0894852143000002,B,,Y,,,,,Y,
1534,b'cid_766  ',150.3780599745,2.1130229842,0.428,15.5,0.00010700001,4.0500003e-05,1.68e-15,6.3600004e-16,2.64,157.85,16.72,5.66,11.03,7.44e-05,2.73e-05,4.72e-16,1.7300001e-16,2.72,154.59,11.46,4.78,-99.0,0.00026,-99.0,7.9e-15,-99.0,0.0,-99.0,-99.0,-99.0,-99.0,-99.0,-0.72,150.37805997450002,2.1130229841999997,B,,Y,,,Y,,,
1538,b'cid_774  ',150.2356300005,2.2289077935,1.355,22.28,0.000113999995,3.58e-05,1.79e-15,5.62e-16,3.19,168.28,18.44,5.92,-99.0,0.000132,-99.0,8.37e-16,-99.0,0.0,-99.0,-99.0,-99.0,19.8,0.000121000005,3.47e-05,3.68e-15,1.0499999e-15,3.49,167.4,20.02,6.15,-99.0,-99.0,-0.63,150.23563000049998,2.2289077935,B,,Y,,,,,Y,
1551,b'cid_788  ',150.1331499561,2.3786721263,0.316,22.18,0.000154,3.87e-05,2.42e-15,6.08e-16,3.97,217.54,31.15,7.55,-99.0,0.000262,-99.0,1.6599999e-15,-99.0,0.0,-99.0,-99.0,-99.0,11.0,7.67e-05,3.11e-05,2.33e-15,9.449999e-16,2.46,224.71,16.18,5.58,0.16,-0.06,0.44,150.1331499561,2.3786721263,B,Y,,,,,,,Y
1552,b'cid_789  ',150.0273,2.549963026,0.173,83.17,0.000383,5.4e-05,6.0100003e-15,8.4799994e-16,7.09,246.78,62.76,10.53,49.9,0.000168,3.49e-05,1.0700001e-15,2.21e-16,4.83,234.33,26.58,7.01,15.53,0.00012699999,3.55e-05,3.86e-15,1.08e-15,3.59,265.37,21.64,6.37,-0.19,-0.42,0.09,150.0273,2.549963026,B,Y,,,,Y,,,Y
1555,b'cid_791  ',150.1174799571,2.4636959814,0.459,25.2,0.000213,4.36e-05,3.34e-15,6.85e-16,4.88,191.56,42.12,8.71,18.96,0.000117999996,2.8900002e-05,7.48e-16,1.83e-16,4.08,187.61,22.8,6.53,-99.0,0.000364,-99.0,1.11e-14,-99.0,0.0,-99.0,-99.0,-99.0,-0.18,-0.38,0.06,150.1174799571,2.4636959814,B,,Y,,,Y,,,
1556,b'cid_792  ',150.0305399709,2.5483153253,0.246,18.95,0.000169,4.5599998e-05,2.6500002e-15,7.1599997e-16,3.69,218.29,25.77,6.91,11.82,9.5699994e-05,3.0199999e-05,6.07e-16,1.91e-16,3.16,207.21,14.31,5.28,8.1,8.689999e-05,3.61e-05,2.64e-15,1.1e-15,2.41,232.1,13.85,5.2,-0.17,-0.51,0.17,150.0305399709,2.5483153253,B,,Y,,,,,,
1561,b'cid_798  ',149.8652899786,1.9579094899,1.446,16.66,0.000119000004,3.1199997e-05,1.87e-15,4.9e-16,3.83,169.89,19.2,6.03,-99.0,5.3699998e-05,-99.0,3.4e-16,-99.0,0.0,-99.0,-99.0,-99.0,18.82,0.000114999995,2.98e-05,3.5e-15,9.06e-16,3.86,168.63,18.99,6.0,-99.0,0.84,-99.0,149.8652899786,1.9579094899,B,,Y,,,,,Y,Y
1565,b'cid_802  ',149.8705499936,1.9460106107,1.716,7.76,5.95e-05,2.82e-05,9.34e-16,4.4299998e-16,2.11,161.71,9.84,4.47,12.75,4.61e-05,1.96e-05,2.92e-16,1.24e-16,2.35,161.15,7.52,3.98,-99.0,7.75e-05,-99.0,2.3599998e-15,-99.0,0.0,-99.0,-99.0,-99.0,-99.0,-99.0,-0.37,149.8705499936,1.9460106107,B,,Y,,,,,,
1566,b'cid_803  ',149.7933200172,1.9147742147,0.428,10.93,7.3e-05,4.21e-05,1.15e-15,6.61e-16,1.73,213.95,11.24,4.74,-99.0,0.000123,-99.0,7.8000003e-16,-99.0,0.0,-99.0,-99.0,-99.0,-99.0,0.00031600002,-99.0,9.61e-15,-99.0,0.0,-99.0,-99.0,-99.0,-0.09,-0.39,0.53,149.7933200172,1.9147742147,B,,Y,,,,,Y,Y
1571,b'cid_808  ',149.908649983,1.9959021097,0.269,44.46,0.00021900001,4.92e-05,3.44e-15,7.7199996e-16,4.45,167.23,35.13,7.99,17.0,9.1e-05,2.92e-05,5.77e-16,1.85e-16,3.12,165.41,14.35,5.28,28.0,0.000120000004,4.03e-05,3.65e-15,1.23e-15,2.97,169.17,19.92,6.13,0.0,-0.28,0.31,149.908649983,1.9959021097,B,,Y,,,,,,
1575,b'cid_813  ',149.9832199963,1.9478939969,1.301,13.16,9.25e-05,3.5e-05,1.45e-15,5.5e-16,2.65,170.4,14.76,5.35,-99.0,0.000199,-99.0,1.2599999e-15,-99.0,0.0,-99.0,-99.0,-99.0,-99.0,0.000273,-99.0,8.3000005e-15,-99.0,0.0,-99.0,-99.0,-99.0,0.28,0.03,0.6,149.9832199963,1.9478939969,B,,Y,,,,,,
1578,b'cid_817  ',150.0629500023,1.9448698043,0.301,29.77,0.000175,4.4499997e-05,2.75e-15,6.9899996e-16,3.94,159.41,34.21,7.89,17.96,8.96e-05,2.79e-05,5.6799997e-16,1.77e-16,3.22,152.87,17.09,5.72,10.73,7.66e-05,3.55e-05,2.33e-15,1.08e-15,2.16,165.39,15.63,5.49,-0.19,-0.48,0.14,150.0629500023,1.9448698043000001,B,,Y,,,,,,
1580,b'cid_819  ',150.1785799884,1.8548825139,0.515,40.35,0.000213,4.81e-05,3.34e-15,7.55e-16,4.44,193.64,40.84,8.58,40.27,0.000129,3.16e-05,8.1800005e-16,2e-16,4.08,189.07,24.19,6.71,12.12,9.8599994e-05,3.88e-05,3e-15,1.1799999e-15,2.54,198.48,19.54,6.08,-0.21,-0.46,0.07,150.1785799884,1.8548825138999998,B,,Y,,,,,,
1581,b'cid_82   ',150.208439998,2.4147135687,0.664,35.02,0.000199,4.15e-05,3.12e-15,6.52e-16,4.79,167.37,33.02,7.76,31.02,0.000126,2.99e-05,7.99e-16,1.9e-16,4.23,166.53,20.72,6.25,8.91,7.65e-05,3.04e-05,2.33e-15,9.24e-16,2.52,167.22,13.09,5.07,-0.34,-0.64,-0.02,150.208439998,2.4147135687,B,,Y,,,,,,
1585,b'cid_826  ',149.8266499743,2.1502041696,1.024,41.19,0.000255,4.47e-05,4e-15,7.02e-16,5.7,159.37,41.79,8.68,-99.0,2.75e-05,-99.0,1.74e-16,-99.0,0.0,-99.0,-99.0,-99.0,50.78,0.000262,4.3400003e-05,7.96e-15,1.32e-15,6.03,160.59,44.41,8.93,-99.0,0.97,-99.0,149.8266499743,2.1502041696000003,B,,Y,,,,,Y,Y
1588,b'cid_829  ',149.9110299712,2.0980691854,1.242,12.38,0.00010800001,2.94e-05,1.7e-15,4.62e-16,3.68,178.14,18.13,5.88,14.18,7.08e-05,2.16e-05,4.49e-16,1.37e-16,3.27,177.87,11.7,4.82,-99.0,0.00021700001,-99.0,6.6e-15,-99.0,0.0,-99.0,-99.0,-99.0,-0.6,-0.79,-0.45,149.9110299712,2.0980691854,B,,Y,,,,,Y,Y
1601,b'cid_843  ',150.1944900046,2.0426065844,0.412,35.65,0.000262,4.51e-05,4.11e-15,7.08e-16,5.81,188.29,45.87,9.07,48.24,0.000199,3.52e-05,1.2599999e-15,2.23e-16,5.68,185.21,34.28,7.9,-99.0,0.000176,-99.0,5.35e-15,-99.0,0.0,-99.0,-99.0,-99.0,-0.61,-0.79,-0.38,150.1944900046,2.0426065844,B,Y,,,,,,,
1605,b'cid_847  ',150.2203899906,1.954019513,0.194,173.58,0.000463,6.13e-05,7.27e-15,9.62e-16,7.55,187.68,76.49,11.59,234.78,0.00043699998,5.27e-05,2.77e-15,3.34e-16,8.29,184.65,70.98,11.18,-99.0,0.000168,-99.0,5.1100003e-15,-99.0,0.0,-99.0,-99.0,-99.0,-99.0,-99.0,-0.82,150.22038999059998,1.9540195130000002,B,Y,,,,,,,
1616,b'cid_861  ',149.9136899789,2.2465036297,0.39,58.41,0.00035,5.42e-05,5.4899996e-15,8.51e-16,6.45,192.09,60.6,10.36,43.51,0.000187,3.64e-05,1.1900001e-15,2.31e-16,5.15,188.36,31.85,7.63,16.78,0.000164,4.14e-05,4.99e-15,1.2599999e-15,3.94,198.03,29.5,7.36,-0.12,-0.33,0.11,149.91368997889998,2.2465036297,B,,Y,,,,,,
1617,b'cid_862  ',149.9403000025,2.2694398731,0.215,98.55,0.00033900002,5.63e-05,5.32e-15,8.84e-16,6.03,195.74,63.05,10.56,12.26,3.52e-05,2.5e-05,2.23e-16,1.5800001e-16,1.41,191.82,6.42,3.72,85.42,0.000298,5.0900002e-05,9.060001e-15,1.55e-15,5.84,200.27,57.89,10.13,0.67,0.54,0.83,149.9403000025,2.2694398731,B,Y,,,Y,,,,
1621,b'cid_870  ',149.9802499846,2.1457426973,0.302,13.29,1e-04,4.3800002e-05,1.57e-15,6.88e-16,2.29,197.2,18.92,5.99,-99.0,0.000267,-99.0,1.69e-15,-99.0,0.0,-99.0,-99.0,-99.0,-99.0,0.000101,-99.0,3.07e-15,-99.0,0.0,-99.0,-99.0,-99.0,0.21,-0.12,0.66,149.9802499846,2.1457426973,B,Y,,Y,,,,,
1631,b'cid_884  ',149.8452400004,2.2791557185,0.611,29.37,0.000139,3.74e-05,2.18e-15,5.8699997e-16,3.71,161.1,20.58,6.23,13.81,5.3800002e-05,2.22e-05,3.41e-16,1.41e-16,2.42,164.19,7.88,4.06,13.34,8.7e-05,3.1199997e-05,2.64e-15,9.479999e-16,2.78,163.18,13.21,5.09,0.02,-0.35,0.4,149.8452400004,2.2791557184999998,B,,Y,,,,,,
1640,b'cid_892  ',150.0465399613,2.3674578755,0.381,11.68,9.82e-05,3.1400003e-05,1.5399999e-15,4.9299996e-16,3.12,167.7,15.56,5.48,10.07,6.62e-05,2.25e-05,4.2e-16,1.4299999e-16,2.93,166.98,10.35,4.57,-99.0,0.00029300002,-99.0,8.91e-15,-99.0,0.0,-99.0,-99.0,-99.0,-0.47,-0.74,-0.22,150.0465399613,2.3674578755,B,,Y,,,,,,
1648,b'cid_904  ',149.8785599954,2.5441978187,0.875,7.71,0.000109,3.62e-05,1.7100001e-15,5.6799997e-16,3.02,175.36,16.88,5.69,15.75,9.62e-05,2.7799999e-05,6.1e-16,1.76e-16,3.45,167.52,14.64,5.33,-99.0,9.76e-05,-99.0,2.9700001e-15,-99.0,0.0,-99.0,-99.0,-99.0,-0.59,-0.69,-0.43,149.8785599954,2.5441978187,B,Y,,Y,,,,,
1649,b'cid_91   ',150.2876199737,2.4046341768,0.522,119.24,0.000452,5.54e-05,7.1e-15,8.7e-16,8.16,172.3,72.46,11.29,67.86,0.000227,3.81e-05,1.4400001e-15,2.42e-16,5.96,171.02,35.79,8.06,53.72,0.000245,4.19e-05,7.4499995e-15,1.27e-15,5.85,171.56,40.57,8.56,0.01,-0.18,0.2,150.2876199737,2.4046341768,B,,Y,,,,,Y,Y
1658,b'cid_92   ',150.2887799797,2.3820379095,1.101,61.25,0.00031300003,5.06e-05,4.9099997e-15,7.94e-16,6.19,155.99,49.05,9.36,60.98,0.00021500001,3.86e-05,1.36e-15,2.45e-16,5.55,156.83,33.15,7.78,9.8,8.22e-05,3.29e-05,2.5e-15,1e-15,2.5,156.82,13.21,5.09,-0.5,-0.74,-0.25,150.2887799797,2.3820379094999997,B,,Y,,,,,Y,Y
1670,b'cid_930  ',150.3484699898,2.080640794,1.294,15.59,0.00012699999,3.5e-05,1.99e-15,5.5e-16,3.63,172.53,20.79,6.26,10.79,7.04e-05,2.34e-05,4.46e-16,1.48e-16,3.02,172.64,11.31,4.75,-99.0,0.00032,-99.0,9.73e-15,-99.0,0.0,-99.0,-99.0,-99.0,-0.1,-0.38,0.31,150.3484699898,2.0806407940000002,B,,Y,,,,,Y,
1671,b'cid_931  ',150.3596399976,2.0735742885,0.639,18.29,0.000156,4.02e-05,2.45e-15,6.31e-16,3.9,170.88,25.47,6.87,30.44,0.00014,3.16e-05,8.88e-16,2e-16,4.42,169.86,22.53,6.49,-99.0,0.000195,-99.0,5.9299997e-15,-99.0,0.0,-99.0,-99.0,-99.0,-0.68,-0.84,-0.56,150.3596399976,2.0735742885,B,Y,,,Y,,,,
1679,b'cid_939  ',150.287789974,2.2303841068,0.43,30.31,0.000138,3.58e-05,2.1700002e-15,5.62e-16,3.86,174.65,23.67,6.64,8.86,6.23e-05,2.25e-05,3.95e-16,1.4299999e-16,2.76,172.52,10.56,4.61,17.99,7.31e-05,2.8800001e-05,2.22e-15,8.7600004e-16,2.54,174.08,12.95,5.04,-0.08,-0.43,0.29,150.287789974,2.2303841068,B,,Y,,,Y,,,
1680,b'cid_94   ',150.309510001,2.3992528886,0.17,1872.35,0.0033399998,0.000139,5.24e-14,2.18e-15,24.01,168.95,540.27,30.15,1640.82,0.00243,0.000117999996,1.54e-14,7.48e-16,20.53,169.43,387.29,25.58,380.74,0.00095200003,7.54e-05,2.8900002e-14,2.29e-15,12.63,169.97,159.05,16.53,-0.42,-0.49,-0.36,150.309510001,2.3992528886,B,Y,,,,,,,
1689,b'cid_950  ',150.260759988,2.1179492088,0.537,30.4,0.000132,2.97e-05,2.0699999e-15,4.66e-16,4.45,221.84,29.06,7.31,-99.0,0.000166,-99.0,1.0499999e-15,-99.0,0.0,-99.0,-99.0,-99.0,-99.0,0.000145,-99.0,4.41e-15,-99.0,0.0,-99.0,-99.0,-99.0,-99.0,-99.0,-0.47,150.260759988,2.1179492088,B,,Y,,,,,,
1690,b'cid_951  ',150.2849299859,2.1139543011,0.347,41.34,0.00016,4.35e-05,2.51e-15,6.83e-16,3.68,225.42,34.21,7.89,25.79,8.7600005e-05,2.72e-05,5.55e-16,1.72e-16,3.22,220.82,18.37,5.91,9.99,7.92e-05,3.57e-05,2.4100002e-15,1.09e-15,2.22,229.23,17.57,5.79,-0.2,-0.49,0.11,150.2849299859,2.1139543011,B,,Y,,,Y,,,
1714,b'cid_973  ',150.3354199901,2.3438742316,1.16,12.47,0.000126,4.06e-05,1.98e-15,6.37e-16,3.1,203.55,25.49,6.88,-99.0,0.000134,-99.0,8.5e-16,-99.0,0.0,-99.0,-99.0,-99.0,6.04,8.2e-05,3.44e-05,2.49e-15,1.0499999e-15,2.38,209.81,17.41,5.77,0.5,0.28,0.74,150.3354199901,2.3438742316,B,,Y,,,,,,
1725,b'cid_983  ',150.0916600022,2.3907051203,1.776,25.37,0.00023399999,6.0500002e-05,3.6700002e-15,9.5e-16,3.87,171.3,38.19,8.31,36.0,0.000181,3.91e-05,1.15e-15,2.48e-16,4.62,163.42,31.6,7.6,-99.0,0.00038699998,-99.0,1.18e-14,-99.0,0.0,-99.0,-99.0,-99.0,-99.0,-99.0,-0.63,150.0916600022,2.3907051203,B,,Y,,,,,Y,
1731,b'cid_989  ',150.15402,2.43724,1.093,65.99,0.000352,4.96e-05,5.5300003e-15,7.79e-16,7.09,168.3,57.02,10.06,100.59,0.000328,4.4499997e-05,2.08e-15,2.82e-16,7.37,167.87,52.95,9.71,-99.0,0.000272,-99.0,8.27e-15,-99.0,0.0,-99.0,-99.0,-99.0,-99.0,-99.0,-0.84,150.15402,2.43724,B,,Y,Y,,Y,,,
1735,b'cid_992  ',150.1166999684,2.4250471996,0.866,23.07,0.00021400001,5.84e-05,3.36e-15,9.17e-16,3.68,147.24,28.49,7.24,20.82,0.000141,3.94e-05,8.94e-16,2.5e-16,3.59,145.33,18.43,5.92,-99.0,0.000245,-99.0,7.4499995e-15,-99.0,0.0,-99.0,-99.0,-99.0,-0.37,-0.65,-0.15,150.1166999684,2.4250471996000003,B,,Y,,,,,,
1736,b'cid_993  ',149.9957599959,2.4728819858,1.013,17.42,0.000231,5.2800002e-05,3.63e-15,8.29e-16,4.37,209.55,40.78,8.58,27.4,0.000218,4.0100003e-05,1.38e-15,2.54e-16,5.43,201.96,37.67,8.26,-99.0,0.000203,-99.0,6.17e-15,-99.0,0.0,-99.0,-99.0,-99.0,-99.0,-99.0,-0.81,149.9957599959,2.4728819858,B,,Y,,,,,Y,Y
1741,b'cid_998  ',149.7548999789,1.9596486892,0.349,28.48,0.000159,4.47e-05,2.5e-15,7.02e-16,3.55,199.69,25.6,6.89,11.63,5.2800002e-05,2.46e-05,3.35e-16,1.5599999e-16,2.15,192.84,8.37,4.16,20.3,0.00014199999,4.07e-05,4.32e-15,1.24e-15,3.49,207.38,23.89,6.67,0.31,0.04,0.58,149.7548999789,1.9596486891999998,B,,Y,,,Y,,,
1756,b'lid_1011 ',149.898660849,1.76955619498,0.247,43.27,0.00015800001,3.57e-05,2.7e-15,6.1e-16,4.43,162.19,30.14,7.44,31.79,9.87e-05,2.73e-05,7.3e-16,2.02e-16,3.61,157.01,14.93,5.38,15.56,8.2700004e-05,2.86e-05,2.53e-15,8.75e-16,2.89,159.91,14.4,5.29,-0.4,-0.67,-0.0,149.898660849,1.76955619498,B,,Y,,,,,Y,
1775,b'lid_1073 ',150.004348364,1.71571273953,0.142,13.64,0.000137,3.71e-05,2.3399999e-15,6.3400003e-16,3.7,205.74,30.1,7.43,6.59,5.65e-05,2.71e-05,4.1799999e-16,2.01e-16,2.08,195.42,8.18,4.12,10.16,8.2399994e-05,2.97e-05,2.5199999e-15,9.09e-16,2.78,213.25,20.59,6.23,0.37,0.15,0.64,150.004348364,1.7157127395299998,B,,Y,,,,,Y,
1943,b'lid_1414 ',150.458793021,1.8594495551,0.276,89.52,0.00042399997,6.03e-05,7.25e-15,1.03e-15,7.03,159.48,48.71,9.33,53.37,0.000218,4.5e-05,1.61e-15,3.33e-16,4.86,143.39,29.28,7.34,34.63,0.00020499999,4.3000004e-05,6.27e-15,1.32e-15,4.76,172.08,29.8,7.4,0.13,-0.06,0.36,150.458793021,1.8594495550999999,B,,Y,,,,,,
1964,b'lid_1476 ',150.489930369,1.86799841552,0.163,407.85,0.00084399997,6.39e-05,1.44e-14,1.09e-15,13.21,173.29,149.35,16.03,255.77,0.000481,4.11e-05,3.56e-15,3.04e-16,11.7,167.18,79.35,11.79,164.57,0.000381,3.44e-05,1.1699999e-14,1.0499999e-15,11.07,175.81,70.77,11.16,-0.06,-0.14,0.02,150.489930369,1.8679984155200002,B,Y,,,,,,,
1972,b'lid_1486 ',150.449905973,2.00142529876,0.484,27.65,8.35e-05,2.49e-05,1.43e-15,4.2600003e-16,3.35,164.49,14.24,5.26,22.99,6.15e-05,2.08e-05,4.55e-16,1.54e-16,2.96,156.3,8.99,4.29,6.77,2.6300002e-05,1.84e-05,8.05e-16,5.6300004e-16,1.42,157.86,6.99,3.85,-0.24,-0.51,0.17,150.449905973,2.00142529876,B,,Y,,,,,Y,
1974,b'lid_1490 ',150.460887344,1.92274328599,0.336,35.81,0.000145,3.78e-05,2.48e-15,6.46e-16,3.84,171.2,21.59,6.37,20.7,8.33e-05,2.82e-05,6.16e-16,2.0899999e-16,2.96,168.16,11.36,4.76,14.09,7.85e-05,3.09e-05,2.4e-15,9.46e-16,2.54,173.43,10.13,4.52,-0.06,-0.3,0.28,150.46088734399999,1.92274328599,B,,Y,,,,,,
1980,b'lid_1499 ',150.528056943,1.98691674447,0.1,1647.18,0.00287,0.000132,4.91e-14,2.26e-15,21.79,158.9,440.14,27.25,1819.76,0.0026800002,0.00012699999,1.98e-14,9.4e-16,21.04,148.09,373.57,25.13,131.46,0.00038900002,4.9299997e-05,1.1900001e-14,1.51e-15,7.88,161.69,60.71,10.37,-0.72,-0.76,-0.69,150.528056943,1.98691674447,B,Y,,Y,,,,,
1993,b'lid_1520 ',150.585133668,2.06060618963,0.163,96.53,0.00030699998,4.43e-05,5.25e-15,7.58e-16,6.94,172.03,53.67,9.77,91.1,0.00023499998,3.76e-05,1.74e-15,2.78e-16,6.25,160.93,36.29,8.12,15.37,8.32e-05,2.86e-05,2.5499999e-15,8.75e-16,2.91,186.53,16.49,5.63,-99.0,-99.0,-0.94,150.585133668,2.06060618963,B,Y,,,Y,,,,
2008,b'lid_155  ',150.425683409,2.55205884423,0.325,14.89,8.63e-05,2.96e-05,1.48e-15,5.06e-16,2.92,196.71,16.05,5.56,7.88,2.5e-05,1.7100001e-05,1.85e-16,1.27e-16,1.46,180.61,4.52,3.22,6.15,3.81e-05,2.1400001e-05,1.1699999e-15,6.5500004e-16,1.78,209.19,6.26,3.68,-99.0,0.42,-99.0,150.425683409,2.55205884423,B,,Y,,,,,Y,
2222,b'lid_176  ',150.328770416,2.60546724181,0.388,53.62,0.000256,4.94e-05,4.38e-15,8.4499996e-16,5.17,152.26,33.66,7.83,49.02,0.0002,4.2e-05,1.48e-15,3.1099998e-16,4.76,139.59,23.1,6.57,10.01,6.33e-05,3.4e-05,1.94e-15,1.04e-15,1.86,151.72,8.82,4.26,-0.65,-0.81,-0.52,150.328770416,2.60546724181,B,Y,,,,,,,
2268,b'lid_182  ',150.117955381,2.68461879087,1.326,28.14,0.000184,3.96e-05,3.1500001e-15,6.77e-16,4.65,180.67,31.52,7.59,20.42,0.000128,3.2e-05,9.47e-16,2.3699998e-16,4.01,173.69,21.0,6.29,12.49,6.89e-05,2.49e-05,2.11e-15,7.62e-16,2.77,180.97,11.76,4.83,-99.0,0.28,-99.0,150.117955381,2.68461879087,B,,Y,,,,,Y,Y
2340,b'lid_1897 ',150.288344459,2.47280623798,0.182,21.39,0.000227,4.92e-05,3.88e-15,8.41e-16,4.61,151.57,25.05,6.82,17.84,0.000117999996,3.26e-05,8.7299996e-16,2.41e-16,3.6,148.67,14.07,5.24,-99.9,0.000166,-99.9,5.08e-15,-99.9,0.0,-99.0,-99.0,-99.0,-0.03,-0.26,0.26,150.288344459,2.47280623798,B,Y,,,,,,,
2342,b'lid_1908 ',150.418166475,2.48632721597,0.759,11.34,0.000115999996,3.44e-05,1.98e-15,5.88e-16,3.37,223.22,24.14,6.7,9.63,7.46e-05,2.5e-05,5.52e-16,1.85e-16,2.98,206.67,14.62,5.33,-99.9,0.00010700001,-99.9,3.27e-15,-99.9,0.0,-99.0,-99.0,-99.0,0.06,-0.3,0.59,150.418166475,2.48632721597,B,,Y,,,Y,,,
2347,b'lid_1952 ',150.1802352,2.56365363741,0.769,9.22,8.65e-05,3.59e-05,1.48e-15,6.14e-16,2.41,158.49,11.13,4.72,20.43,9.71e-05,3.49e-05,7.19e-16,2.58e-16,2.78,151.24,12.16,4.91,-99.9,5.81e-05,-99.9,1.78e-15,-99.9,0.0,-99.0,-99.0,-99.0,-99.0,-99.0,-0.4,150.1802352,2.56365363741,B,Y,,Y,,,,,
